,timestamp,name,value,meta.description,meta.host,meta.job,meta.missing,meta.node,meta.plugin,meta.sensor,meta.task,meta.units,meta.vsn,meta.zone,meta.applicationId,meta.applicationName,meta.devAddr,meta.devEui,meta.deviceName,meta.deviceProfileId,meta.deviceProfileName,meta.serial_number_tag,meta.tenantId,meta.tenantName,meta.channel,meta.image_frac,meta.input,meta.nsegments_asked,meta.nsegments_found,meta.quality,meta.seg_id,meta.seg_rank,meta.seg_size,meta.name,meta.camera,meta.gatewayId,meta.type,meta.cpu,meta.mode,meta.device,meta.fstype,meta.mountpoint,meta.chip,meta.server,meta.severity,meta.filename,meta.loop_num,meta.position
34616,2024-08-07 16:05:59.975902021+00:00,sys.net.tx_packets,155516634,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
41193,2024-08-07 16:06:43.289767938+00:00,sys.scheduler.status.plugin.scheduled,"{""goal_id"":""0f93ff56-cd05-427d-40d6-3dbbbe251fff"",""plugin_args"":""--num_rec 1 --silence_int 1 --sound_int 20"",""plugin_image"":""registry.sagecontinuum.org/dariodematties/avian-diversity-monitoring:0.2.5"",""plugin_name"":""avian-diversity-monitoring"",""plugin_selector"":""null"",""plugin_task"":""avian-diversity-monitoring-2198"",""reason"":""Fit to resource""}",,,,,000048b02d15bc7d,,,,,W028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34664,2024-08-07 16:06:06.055702719+00:00,sys.net.tx_packets,111248160,,000048b02dd3c76e.ws-nxcore,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
24622,2024-08-07 16:05:32.691416015+00:00,sys.mem.buffers,164311040,,0000dca632e9bc92.ws-rpi,,,000048b02d35a9ed,,,,,W05D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33753,2024-08-07 16:06:40.586205639+00:00,sys.net.tx_bytes,6494891374,,00004cd98fb55091.sb-core,,,00004cd98fb55091,,,,,V019,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
3281,2024-08-07 16:06:33.575837160+00:00,env.relative_humidity,14.651,,000048b02d15bc7d.ws-nxcore,Pluginctl,,000048b02d15bc7d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,,W028,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37834,2024-08-07 15:40:36.899344128+00:00,sys.sanity_status.internet_conn,0,,00002cea7f9f71ed.sb-core,,,00002cea7f9f71ed,,,,,V052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
17452,2024-08-07 16:05:31.125174403+00:00,sys.freq.cpu_max,1500000000,,0000dca632a2fa54.ws-rpi,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
27369,2024-08-07 16:05:28.266182018+00:00,sys.mem.shared,16736256,,00004cd98fc4d2a8.sb-core,,,00004cd98fc4d2a8,,,,,V001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,2024-08-07 16:04:59.246416578+00:00,sys.cpu_seconds,718428.94,,0000dca632a307e6.ws-rpi,,,000048b02d05a1c2,,,,,W02C,,,,,,,,,,,,,,,,,,,,,,,,,0,iowait,,,,,,,,,
21087,2024-08-07 16:04:53.055427696+00:00,sys.fs.size,269490393088,,000048b02d35a9bf.ws-nxcore,,,000048b02d35a9bf,,,,,W07F,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/nvme0n1p3,ext4,/media/root-rw,,,,,,
41655,2024-08-07 16:03:51.480115777+00:00,sys.thermal,56.5,,000048b02dd3c543.ws-nxcore,,,000048b02dd3c543,,,,,W096,1,,,,,,,,,,,,,,,,,,,,,,,GPU-therm,,,,,,,,,,,
31042,2024-08-07 16:05:15.758044046+00:00,sys.net.rx_bytes,0,,000048b02dd3c641.ws-nxcore,,,000048b02dd3c641,,,,,W09D,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
29703,2024-08-07 16:06:29.307492940+00:00,sys.net.ip,10.103.247.68,,,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi0,,,,,,,,
31297,2024-08-07 16:06:19.834002529+00:00,sys.net.rx_packets,35211,,00002cea7fa07d1a.sb-core,,,00002cea7fa07d1a,,,,,V053,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
3184,2024-08-07 16:06:16.140001832+00:00,env.raingauge.rint,0,,0000d83add18cb30.ws-rpi,Pluginctl,,000048b02d15bda5,waggle/plugin-raingauge:0.4.1,,wes-raingauge,,W022,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40877,2024-08-07 15:49:55.457355264+00:00,sys.sanity_status.wes_scoreboard,0,,000048b02d35a9ce.ws-nxcore,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
1916,2024-08-07 15:18:34.550307905+00:00,cmv.median.dir.degn,73.95726013183594,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,85,2,51,17,23360,,,,,,,,,,,,,,,
31074,2024-08-07 16:05:26.495909785+00:00,sys.net.rx_bytes,0,,0000dca632a307bf.ws-rpi,,,000048b02d15bc7d,,,,,W028,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
33870,2024-08-07 16:05:32.417539095+00:00,sys.net.tx_bytes,0,,0000dca632ed6d06.ws-rpi,,,000048b02d35a97c,,,,,W08C,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
26477,2024-08-07 16:05:06.650047292+00:00,sys.mem.kernel_stack,16859136,,000048b02dd3c5e0.ws-nxcore,,,000048b02dd3c5e0,,,,,W0B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37546,2024-08-07 15:32:37.849850112+00:00,sys.sanity_status.current_media,0,,000048b02d3af447.ws-nxcore,,,000048b02d3af447,,,,,W07E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
22061,2024-08-07 16:04:57.424790881+00:00,sys.hwmon,56,,000048b02dd3c296.ws-nxcore,,,000048b02dd3c296,,temp1,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iwlwifi,,,,,
28859,2024-08-07 16:06:22.085437915+00:00,sys.mem.vmalloc_chunk,0,,000048b02d15bc7c.ws-nxcore,,,000048b02d15bc7c,,,,,W023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32166,2024-08-07 16:05:50.848716643+00:00,sys.net.rx_packets,0,,000048b02dd3c6cf.ws-nxcore,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,,,rndis0,,,,,,,,
18788,2024-08-07 16:05:46.928231715+00:00,sys.freq.cpu_perc,11,,000048b02d15bc68.ws-nxcore,,,000048b02d15bc68,,,,,W087,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
31196,2024-08-07 16:06:37.855731668+00:00,sys.net.rx_packets,50933078,,000048b02dd3c5bd.ws-nxcore,,,000048b02dd3c5bd,,,,,W0B8,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
26241,2024-08-07 16:05:00.057662288+00:00,sys.mem.inactive.file,851447808,,000048b02d05a1c2.ws-nxcore,,,000048b02d05a1c2,,,,,W02C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39868,2024-08-07 15:28:56.746843392+00:00,sys.sanity_status.wagman_rtc,0,,000048b02dd3c637.ws-nxcore,,,000048b02dd3c637,,,,,W0BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
38345,2024-08-07 15:49:16.068050432+00:00,sys.sanity_status.network_watchdog_active,0,,000048b02d3ae2f5.ws-nxcore,,,000048b02d3ae2f5,,,,,W08B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
34203,2024-08-07 16:05:08.052643563+00:00,sys.net.tx_packets,0,,000048b02d35a97c.ws-nxcore,,,000048b02d35a97c,,,,,W08C,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
32817,2024-08-07 16:05:28.449636826+00:00,sys.net.tx_bytes,0,,000048b02d3ae281.ws-nxagent,,,000048b02d15bc68,,,,,W087,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
6216,2024-08-07 16:02:57.322907836+00:00,sys.cooling_max,1,,000048b02dd3c296.ws-nxcore,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,7,,,bwmgr-therm-handler,,,,,,,,,,,
3915,2024-08-07 15:31:29.800838144+00:00,plugin.duration.preprocessing,67568104342,,000048b02d3af447.ws-nxcore,,,000048b02d3af447,registry.sagecontinuum.org/seonghapark/cloud-cover:0.1.3,,cloud-cover-top,,W07E,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032,2024-08-07 16:04:09.680929839+00:00,sys.freq.gpu_perc,0,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40046,2024-08-07 15:52:20.035448832+00:00,sys.sanity_status.wan0_status,0,,00004cd98fc686c9.sb-core,,,00004cd98fc686c9,,,,,V008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
38226,2024-08-07 15:36:08.151286528+00:00,sys.sanity_status.network_switch,2,,00002cea7f4b3440.sb-core,,,00002cea7f4b3440,,,,,V040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
17994,2024-08-07 16:05:49.723404230+00:00,sys.freq.cpu_max,1420800000,,000048b02d15bc65.ws-nxcore,,,000048b02d15bc65,,,,,W088,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
25329,2024-08-07 16:05:50.421954160+00:00,sys.mem.commit_limit,4095369216,,0000e45f012e3f0d.ws-rpi,,,000048b02dd3c722,,,,,W0B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18705,2024-08-07 16:06:36.639875995+00:00,sys.freq.cpu_min,1190400000,,000048b02d05a1c7.ws-nxcore,,,000048b02d05a1c7,,,,,W026,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
26158,2024-08-07 16:06:22.308363374+00:00,sys.mem.inactive.anon,448761856,,0000d83add0dbd13.ws-rpi,,,000048b02dd3c637,,,,,W0BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,789.18,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,10,nice,,,,,,,,,
10188,2024-08-07 16:05:40.804533186+00:00,sys.cpu_seconds,549.13,,00002cea7fa1367c.sb-core,,,00002cea7fa1367c,,,,,V038,,,,,,,,,,,,,,,,,,,,,,,,,12,softirq,,,,,,,,,
10808,2024-08-07 16:04:44.922326968+00:00,sys.cpu_seconds,13181156.4,,00004cd98fc67a3d.sb-core,,,00004cd98fc67a3d,,,,,V005,,,,,,,,,,,,,,,,,,,,,,,,,14,idle,,,,,,,,,
42871,2024-08-07 16:02:59.225283620+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-scan-380/sage-mobotix-scan-0.23.11.02/000048b02d3ae31e/1723046579225283620-right_336x252_14bit.thermal.celsius_plot_position26.jpg,,000048b02d3ae31e.ws-nxcore,mobotix-scan-380,,000048b02d3ae31e,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-scan,,W071,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_plot_position26.jpg,1,26
811,2024-08-07 15:25:23.130917165+00:00,cmv.mean.mag.pxpm,2.98291277885437,,0000dca632ed2f3a.ws-rpi,cloud-motion-v1-368,,000048b02d3af4a3,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W083,shield,,,,,,,,,,,0,0.9,top_camera,100,97,2,69,1,33492,,,,,,,,,,,,,,,
36078,2024-08-07 16:05:17.352474005+00:00,sys.net.up,0,,00002cea7f5e28cb.sb-core,,,00002cea7f5e28cb,,,,,V044,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
15921,2024-08-07 16:04:47.423620865+00:00,sys.cpu_seconds,317.38,,00004cd98fadebf3.sb-core,,,00004cd98fadebf3,,,,,V011,,,,,,,,,,,,,,,,,,,,,,,,,7,iowait,,,,,,,,,
39709,2024-08-07 15:31:34.415464448+00:00,sys.sanity_status.wagman_eeprom,0,,000048b02dd3c637.ws-nxcore,,,000048b02dd3c637,,,,,W0BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
42215,2024-08-07 16:06:11.075620354+00:00,sys.uptime,1666643.16,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16434,2024-08-07 16:05:06.584541558+00:00,sys.cpu_seconds,0,,00002cea7fa0aeb3.sb-core,,,00002cea7fa0aeb3,,,,,V032,,,,,,,,,,,,,,,,,,,,,,,,,9,irq,,,,,,,,,
1918,2024-08-07 15:10:23.729454976+00:00,cmv.median.dir.degn,190.19366455078125,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,85,2,53,10,34379,,,,,,,,,,,,,,,
14047,2024-08-07 16:06:37.572076599+00:00,sys.cpu_seconds,284125.3,,00002cea7fa09734.sb-core,,,00002cea7fa09734,,,,,V056,,,,,,,,,,,,,,,,,,,,,,,,,4,user,,,,,,,,,
4098,2024-08-07 16:05:46.014352528+00:00,sys.boot_time,1721155881,,0000dca632e9bc07.ws-rpi,,,000048b02d3af41e,,,,,W07B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42856,2024-08-07 16:02:44.101245999+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-scan-380/sage-mobotix-scan-0.23.11.02/000048b02d3ae31e/1723046564101245999-right_336x252_14bit.thermal.celsius_plot_position18.jpg,,000048b02d3ae31e.ws-nxcore,mobotix-scan-380,,000048b02d3ae31e,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-scan,,W071,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_plot_position18.jpg,1,18
24431,2024-08-07 16:05:36.898224699+00:00,sys.mem.bounce,0,,0000d83add18cb6f.ws-rpi,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36059,2024-08-07 16:06:10.388336772+00:00,sys.net.up,1,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
19218,2024-08-07 16:05:28.370404406+00:00,sys.freq.cpu_perc,8,,000048b02d35a9ce.ws-nxcore,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
5120,2024-08-07 16:02:50.389536146+00:00,sys.cooling,0,,000048b02dd3c644.ws-nxcore,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,2,,,gpu-balanced,,,,,,,,,,,
35206,2024-08-07 16:06:06.055702719+00:00,sys.net.tx_packets,299699049,,000048b02dd3c76e.ws-nxcore,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi0,,,,,,,,
27052,2024-08-07 16:05:06.369367204+00:00,sys.mem.nfs_unstable,0,,0000dca632de1039.ws-rpi,,,000048b02d3ae319,,,,,W080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22946,2024-08-07 16:06:12.828606873+00:00,sys.load1,1.13,,000048b02d15bc8c.ws-nxcore,,,000048b02d15bc8c,,,,,W039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14963,2024-08-07 16:05:59.975902021+00:00,sys.cpu_seconds,4560.98,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,5,nice,,,,,,,,,
2437,2024-08-07 15:34:34.045289623+00:00,cmv.median.mag.pxpm,25.528526306152344,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,51,2,66635,,,,,,,,,,,,,,,
6300,2024-08-07 16:03:12.440994172+00:00,sys.cooling_max,40,,000048b02dd3c5b3.ws-nxcore,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,5,,,aux-balanced,,,,,,,,,,,
4390,2024-08-07 16:04:59.768492944+00:00,sys.cooling,0,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,15,,,Processor,,,,,,,,,,,
15561,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,78.5,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,6,iowait,,,,,,,,,
33005,2024-08-07 16:05:52.123785756+00:00,sys.net.tx_bytes,1141995118,,000048b02dd3c25d.ws-nxagent,,,000048b02dd3c722,,,,,W0B9,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
38891,2024-08-07 15:47:47.706288384+00:00,sys.sanity_status.rpi-present,1,,000048b02d15bc8c.ws-nxcore,,,000048b02d15bc8c,,,,,W039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
14339,2024-08-07 16:06:13.760195688+00:00,sys.cpu_seconds,8131.93,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,,,,,,,,,,,,,,,,,,,,,,,,,4,nice,,,,,,,,,
42172,2024-08-07 16:06:32.067915857+00:00,sys.uptime,1891040.54,,000048b02d3af41e.ws-nxcore,,,000048b02d3af41e,,,,,W07B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11835,2024-08-07 16:06:24.023636534+00:00,sys.cpu_seconds,5287.66,,000048b02dd3c636.ws-nxcore,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,2,nice,,,,,,,,,
39480,2024-08-07 15:30:08.670746112+00:00,sys.sanity_status.waggle_firewall_active,0,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
20290,2024-08-07 16:04:44.908127294+00:00,sys.fs.avail,13646213120,,0000e45f0145065b.ws-rpi,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/mmcblk0p3,ext4,/media/plugin-data,,,,,,
34253,2024-08-07 16:06:16.594261586+00:00,sys.net.tx_packets,0,,000048b02dd3c640.ws-nxcore,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
20740,2024-08-07 16:05:17.608511396+00:00,sys.fs.avail,3106062336,,0000d83add0dbd79.ws-rpi,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,root-rw,tmpfs,/rw,,,,,,
32173,2024-08-07 16:05:00.057662288+00:00,sys.net.rx_packets,0,,000048b02d05a1c2.ws-nxcore,,,000048b02d05a1c2,,,,,W02C,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
17549,2024-08-07 16:05:08.957430530+00:00,sys.freq.cpu_max,1190400000,,000048b02dd3c560.ws-nxagent,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
6683,2024-08-07 16:04:54.938187085+00:00,sys.cpu_seconds,1960.54,,00002cea7f56af6a.sb-core,,,00002cea7f56af6a,,,,,V027,,,,,,,,,,,,,,,,,,,,,,,,,0,nice,,,,,,,,,
22434,2024-08-07 16:05:49.766555956+00:00,sys.hwmon,28,,00002cea7f59e91f.sb-core,,,00002cea7f59e91f,,temp2,,,V014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,platform_coretemp_1,,,,,
9828,2024-08-07 16:05:45.011876616+00:00,sys.cpu_seconds,1339.46,,00002cea7fa08a4b.sb-core,,,00002cea7fa08a4b,,,,,V043,,,,,,,,,,,,,,,,,,,,,,,,,11,softirq,,,,,,,,,
15101,2024-08-07 16:06:38.620019510+00:00,sys.cpu_seconds,0,,000048b02d3ae31a.ws-nxcore,,,000048b02d3ae31a,,,,,W094,,,,,,,,,,,,,,,,,,,,,,,,,5,steal,,,,,,,,,
40697,2024-08-07 15:25:29.998437632+00:00,sys.sanity_status.wes_rabbitmq,2,,00002cea7fa08c0b.sb-core,,,00002cea7fa08c0b,,,,,V046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
10751,2024-08-07 16:05:40.804533186+00:00,sys.cpu_seconds,287306.73,,00002cea7fa1367c.sb-core,,,00002cea7fa1367c,,,,,V038,,,,,,,,,,,,,,,,,,,,,,,,,14,user,,,,,,,,,
30759,2024-08-07 16:04:48.667627764+00:00,sys.net.rx_bytes,0,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,rndis0,,,,,,,,
29786,2024-08-07 16:05:23.768860271+00:00,sys.net.rx_bytes,10781794916,,000048b02d3afdcd.ws-nxagent,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
2825,2024-08-07 15:57:07.184661923+00:00,cmv.motion.detected,1,,0000dca632ed7115.ws-rpi,cloud-motion-v1-368,,000048b02d15bc65,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W088,shield,,,,,,,,,,,0,0.9,top_camera,100,95,2,0,,0,,,,,,,,,,,,,,,
27232,2024-08-07 16:05:32.691416015+00:00,sys.mem.page_tables,4407296,,0000dca632e9bc92.ws-rpi,,,000048b02d35a9ed,,,,,W05D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26436,2024-08-07 16:05:19.185983009+00:00,sys.mem.kernel_stack,16842752,,000048b02d3ae277.ws-nxcore,,,000048b02d3ae277,,,,,W08D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,2024-08-07 16:04:47.207600341+00:00,sys.freq.gpu_perc,0,,000048b02d3ae2f2.ws-nxcore,,,000048b02d3ae2f2,,,,,W06F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15727,2024-08-07 16:05:29.077136391+00:00,sys.cpu_seconds,45178.46,,00002cea7f456745.sb-core,,,00002cea7f456745,,,,,V054,,,,,,,,,,,,,,,,,,,,,,,,,7,user,,,,,,,,,
4957,2024-08-07 16:04:44.463956206+00:00,sys.cooling,0,,000048b02dd3c427.ws-nxcore,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,3,,,cpu-balanced,,,,,,,,,,,
18405,2024-08-07 16:06:37.855731668+00:00,sys.freq.cpu_min,1190400000,,000048b02dd3c5bd.ws-nxcore,,,000048b02dd3c5bd,,,,,W0B8,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
7720,2024-08-07 16:05:31.125174403+00:00,sys.cpu_seconds,760131.66,,0000dca632a2fa54.ws-rpi,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,,,,,0,idle,,,,,,,,,
23061,2024-08-07 16:06:04.912287094+00:00,sys.load1,0.24,,0000dca632ed7151.ws-rpi,,,000048b02d3ae2f5,,,,,W08B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40432,2024-08-07 15:30:20.323421440+00:00,sys.sanity_status.wes_metrics_agent,0,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
42516,2024-08-07 15:18:09.949698735+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723043889949698735-right_336x252_14bit.thermal.celsius_2024-08-07T151809_Pt1-right-S4xD500ms_Img17.csv,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_2024-08-07T151809_Pt1-right-S4xD500ms_Img17.csv,,
36633,2024-08-07 16:06:19.035678546+00:00,sys.net.up,0,,0000d83add18c2c6.ws-rpi,,,000048b02dd3c810,,,,,W0B7,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
24266,2024-08-07 16:05:26.495909785+00:00,sys.mem.avail,1918357504,,0000dca632a307bf.ws-rpi,,,000048b02d15bc7d,,,,,W028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,2024-08-07 16:05:25.560230804+00:00,sys.cpu_seconds,0,,00002cea7fa13644.sb-core,,,00002cea7fa13644,,,,,V035,,,,,,,,,,,,,,,,,,,,,,,,,13,steal,,,,,,,,,
23391,2024-08-07 16:05:31.125174403+00:00,sys.load5,7.46,,0000dca632a2fa54.ws-rpi,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17119,2024-08-07 16:05:06.650047292+00:00,sys.freq.cpu,1420800000,,000048b02dd3c5e0.ws-nxcore,,,000048b02dd3c5e0,,,,,W0B1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
3691,2024-08-07 16:06:32.137669288+00:00,iio.in_pressure_input,988.62,,0000dca632ed7151.ws-rpi,Pluginctl,,000048b02d3ae2f5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,,W08B,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,2024-08-07 16:05:39.798600530+00:00,sys.cpu_seconds,2116.16,,000048b02d15c31a.ws-nxcore,,,000048b02d15c31a,,,,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,1,iowait,,,,,,,,,
42827,2024-08-07 16:03:02.936701382+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723046582936701382-right_336x252_14bit.thermal.celsius_plot_2024-08-07T160302_Pt1-right-S4xD500ms_Img15.jpg,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_plot_2024-08-07T160302_Pt1-right-S4xD500ms_Img15.jpg,,
