,timestamp,name,value,meta.description,meta.host,meta.job,meta.missing,meta.node,meta.plugin,meta.sensor,meta.task,meta.units,meta.vsn,meta.zone,meta.applicationId,meta.applicationName,meta.devAddr,meta.devEui,meta.deviceName,meta.deviceProfileId,meta.deviceProfileName,meta.serial_number_tag,meta.tenantId,meta.tenantName,meta.channel,meta.image_frac,meta.input,meta.nsegments_asked,meta.nsegments_found,meta.quality,meta.seg_id,meta.seg_rank,meta.seg_size,meta.name,meta.camera,meta.gatewayId,meta.type,meta.cpu,meta.mode,meta.device,meta.fstype,meta.mountpoint,meta.chip,meta.server,meta.severity,meta.filename,meta.loop_num,meta.position
27460,2024-08-07 16:05:29.151836541+00:00,sys.mem.slab,2528948224,,000048b02d05a1c6.ws-nxcore,,,000048b02d05a1c6,,,,,W027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23221,2024-08-07 16:06:07.766163151+00:00,sys.load15,0.32,,0000dca632a307b6.ws-rpi,,,000048b02d0766d2,,,,,W014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34229,2024-08-07 16:05:23.768860271+00:00,sys.net.tx_packets,0,,000048b02d3afdcd.ws-nxagent,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
35188,2024-08-07 16:04:57.424790881+00:00,sys.net.tx_packets,32823164,,000048b02dd3c296.ws-nxcore,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi0,,,,,,,,
28494,2024-08-07 16:05:50.300800553+00:00,sys.mem.total,33343115264,,00002cea7fa0972c.sb-core,,,00002cea7fa0972c,,,,,V049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,2024-08-07 16:06:14.509822530+00:00,iio.in_humidityrelative_input,63.205,,0000e45f012e378d.ws-rpi,Pluginctl,,000048b02dd3c51f,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,,W099,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39213,2024-08-07 15:27:43.584216064+00:00,sys.sanity_status.rpi_mic,0,,000048b02d3ae27a.ws-nxcore,,,000048b02d3ae27a,,,,,W020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
30945,2024-08-07 16:04:48.667627764+00:00,sys.net.rx_bytes,4378557710,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
42439,2024-08-07 15:59:01.679692577+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-area-scan-w020-1810/sage-mobotix-area-scan-w020-0.23.11.02/000048b02d3ae27a/1723046341679692577-6144x2048_position17.jpg,,0000e45f0198f3d7.ws-rpi,mobotix-area-scan-w020-1810,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-area-scan-w020,,W020,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144x2048_position17.jpg,1,17
18891,2024-08-07 16:03:48.285261340+00:00,sys.freq.cpu_perc,6,,0000dca632e9bc07.ws-rpi,,,000048b02d3af41e,,,,,W07B,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7438,2024-08-07 16:06:39.636379900+00:00,sys.cpu_seconds,38620.26,,000048b02dd3c67e.ws-nxagent,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,0,system,,,,,,,,,
22194,2024-08-07 16:05:43.866949088+00:00,sys.hwmon,36,,00002cea7fa0898b.sb-core,,,00002cea7fa0898b,,temp5,,,V045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,platform_coretemp_0,,,,,
40557,2024-08-07 15:09:43.152710656+00:00,sys.sanity_status.wes_node_influxdb_loader,0,,000048b02d35a87e.ws-nxcore,,,000048b02d35a87e,,,,,W08E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
16658,2024-08-07 16:04:53.055427696+00:00,sys.freq.cpu,1420800000,,000048b02d35a9bf.ws-nxcore,,,000048b02d35a9bf,,,,,W07F,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2460,2024-08-07 15:15:03.966610571+00:00,cmv.median.mag.pxpm,81.36148834228516,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,62,15,27722,,,,,,,,,,,,,,,
19809,2024-08-07 16:03:47.907018777+00:00,sys.freq.gpu,114750000,,000048b02d3ae319.ws-nxcore,,,000048b02d3ae319,,,,,W080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24041,2024-08-07 16:05:06.650047292+00:00,sys.mem.anon_pages,1797423104,,000048b02dd3c5e0.ws-nxcore,,,000048b02dd3c5e0,,,,,W0B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42868,2024-08-07 16:04:52.380914585+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-scan-380/sage-mobotix-scan-0.23.11.02/000048b02d3ae31e/1723046692380914585-right_336x252_14bit.thermal.celsius_plot_position24.jpg,,000048b02d3ae31e.ws-nxcore,mobotix-scan-380,,000048b02d3ae31e,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-scan,,W071,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_plot_position24.jpg,1,24
33535,2024-08-07 16:05:40.374799106+00:00,sys.net.tx_bytes,0,,000048b02dd3c42d.ws-nxcore,,,000048b02dd3c42d,,,,,W0AF,,,,,,,,,,,,,,,,,,,,,,,,,,,rndis0,,,,,,,,
34075,2024-08-07 16:04:54.938187085+00:00,sys.net.tx_packets,889251,,00002cea7f56af6a.sb-core,,,00002cea7f56af6a,,,,,V027,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
35096,2024-08-07 16:06:13.828098482+00:00,sys.net.tx_packets,0,,000048b02d3ae31e.ws-nxcore,,,000048b02d3ae31e,,,,,W071,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
26888,2024-08-07 16:05:52.508078212+00:00,sys.mem.mlocked,17539072,,0000dca632ed7115.ws-rpi,,,000048b02d15bc65,,,,,W088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7346,2024-08-07 16:05:27.403081140+00:00,sys.cpu_seconds,7311.14,,000048b02dd3c5df.ws-nxagent,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,0,irq,,,,,,,,,
6134,2024-08-07 16:06:15.327272060+00:00,sys.cooling_max,40,,000048b02d3af460.ws-nxcore,,,000048b02d3af460,,,,,W06E,,,,,,,,,,,,,,,,,,,,,5,,,aux-balanced,,,,,,,,,,,
2269,2024-08-07 15:16:13.663297513+00:00,cmv.median.mag.pxpm,12.746898651123047,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,79,2,27,8,41532,,,,,,,,,,,,,,,
24141,2024-08-07 16:05:45.011876616+00:00,sys.mem.avail,24496664576,,00002cea7fa08a4b.sb-core,,,00002cea7fa08a4b,,,,,V043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,2024-08-07 15:12:44.368039974+00:00,cmv.median.mag.pxpm,37.329132080078125,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,85,2,80,5,48770,,,,,,,,,,,,,,,
23756,2024-08-07 16:05:52.508078212+00:00,sys.mem.active.anon,1529683968,,0000dca632ed7115.ws-rpi,,,000048b02d15bc65,,,,,W088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38164,2024-08-07 15:58:39.186597888+00:00,sys.sanity_status.modem0_status,0,,00002cea7fa0aeb3.sb-core,,,00002cea7fa0aeb3,,,,,V032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
35556,2024-08-07 16:06:16.594261586+00:00,sys.net.up,1,,000048b02dd3c640.ws-nxcore,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
26993,2024-08-07 16:05:08.957430530+00:00,sys.mem.nfs_unstable,0,,000048b02dd3c560.ws-nxagent,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12985,2024-08-07 16:05:59.257396567+00:00,sys.cpu_seconds,2656.78,,000048b02d3ae33b.ws-nxcore,,,000048b02d3ae33b,,,,,W07A,,,,,,,,,,,,,,,,,,,,,,,,,3,iowait,,,,,,,,,
42059,2024-08-07 16:05:17.608511396+00:00,sys.time,1723046717.618813,,0000d83add0dbd79.ws-rpi,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38383,2024-08-07 15:47:47.852314624+00:00,sys.sanity_status.node_id_set,3,,00002cea7f456745.sb-core,,,00002cea7f456745,,,,,V054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
8461,2024-08-07 16:05:26.885432202+00:00,sys.cpu_seconds,0,,000048b02d3ae2f4.ws-nxcore,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,1,steal,,,,,,,,,
19774,2024-08-07 16:05:51.896397102+00:00,sys.freq.emc_perc,0,,000048b02dd3c6cf.ws-nxcore,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,2024-08-07 16:05:39.833197054+00:00,sys.cpu_seconds,3438124.09,,0000d83add18b39c.ws-rpi,,,000048b02dd3c64a,,,,,W0B6,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,
2537,2024-08-07 15:08:13.939876219+00:00,cmv.median.mag.pxpm,33.180702209472656,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,84,2,68,16,24862,,,,,,,,,,,,,,,
30404,2024-08-07 16:04:54.938187085+00:00,sys.net.rx_bytes,0,,00002cea7f56af6a.sb-core,,,00002cea7f56af6a,,,,,V027,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
41499,2024-08-07 16:06:13.760195688+00:00,sys.thermal,100,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,4,,,,,,,,,,,,,,,,,,,,,,,PMIC-Die,,,,,,,,,,,
34414,2024-08-07 16:05:03.241803176+00:00,sys.net.tx_packets,9116534,,000048b02dd3c5e3.ws-nxagent,,,000048b02dd3c551,,,,,W0B2,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
19378,2024-08-07 16:05:00.620523057+00:00,sys.freq.cpu_perc,10,,000048b02dd3c296.ws-nxcore,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
40468,2024-08-07 15:37:46.891053568+00:00,sys.sanity_status.wes_node_exporter,0,,000048b02d05a1c7.ws-nxcore,,,000048b02d05a1c7,,,,,W026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
2057,2024-08-07 15:43:53.658142502+00:00,cmv.median.dir.degn,80.48086547851562,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,90,2,56,27,24175,,,,,,,,,,,,,,,
17585,2024-08-07 16:06:38.434863729+00:00,sys.freq.cpu_max,1500000000,,0000d83add18ca94.ws-rpi,,,000048b02dd3c543,,,,,W096,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
32857,2024-08-07 16:05:03.241803176+00:00,sys.net.tx_bytes,0,,000048b02dd3c5e3.ws-nxagent,,,000048b02dd3c551,,,,,W0B2,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
28728,2024-08-07 16:05:45.550499905+00:00,sys.mem.unevictable,0,,000048b02dd3c51f.ws-nxcore,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22055,2024-08-07 16:06:02.626884360+00:00,sys.gps.satellites,11,,000048b02dd3c64a.ws-nxcore,,,000048b02dd3c64a,,,,,W0B6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21256,2024-08-07 16:05:43.866949088+00:00,sys.fs.size,256954449920,,00002cea7fa0898b.sb-core,,,00002cea7fa0898b,,,,,V045,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/sda5,ext4,/media/root-rw,,,,,,
21836,2024-08-07 16:05:47.463022939+00:00,sys.gps.epy,3.463,,000048b02dd3c637.ws-nxcore,,,000048b02dd3c637,,,,,W0BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14997,2024-08-07 16:05:08.052643563+00:00,sys.cpu_seconds,0,,000048b02d35a97c.ws-nxcore,,,000048b02d35a97c,,,,,W08C,,,,,,,,,,,,,,,,,,,,,,,,,5,steal,,,,,,,,,
6112,2024-08-07 16:06:31.079702679+00:00,sys.cooling_max,1,,000048b02d3af41e.ws-nxcore,,,000048b02d3af41e,,,,,W07B,,,,,,,,,,,,,,,,,,,,,7,,,bwmgr-therm-handler,,,,,,,,,,,
34390,2024-08-07 16:06:15.327272060+00:00,sys.net.tx_packets,78186628,,000048b02d3af460.ws-nxcore,,,000048b02d3af460,,,,,W06E,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
25291,2024-08-07 16:06:43.107992906+00:00,sys.mem.commit_limit,4095369216,,0000d83add0dbd52.ws-rpi,,,000048b02dd3c6f0,,,,,W0B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25395,2024-08-07 16:05:56.079389505+00:00,sys.mem.committed_as,6054252544,,000048b02d3ae2e2.ws-nxcore,,,000048b02d3ae2e2,,,,,W041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32325,2024-08-07 16:05:52.123785756+00:00,sys.net.rx_packets,9033591,,000048b02dd3c25d.ws-nxagent,,,000048b02dd3c722,,,,,W0B9,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
33245,2024-08-07 16:06:09.910729972+00:00,sys.net.tx_bytes,33753672685,,000048b02d3ae33d.ws-nxcore,,,000048b02d3ae33d,,,,,W07D,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
12912,2024-08-07 16:06:10.774772641+00:00,sys.cpu_seconds,1711509.92,,000048b02d3ae2f2.ws-nxcore,,,000048b02d3ae2f2,,,,,W06F,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
28743,2024-08-07 16:06:16.594261586+00:00,sys.mem.unevictable,0,,000048b02dd3c640.ws-nxcore,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,2024-08-07 16:06:32.880131971+00:00,env.pressure,99011.308593,,000048b02dd3c722.ws-nxcore,Pluginctl,,000048b02dd3c722,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,,W0B9,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43225,2024-08-07 15:51:01.596521355+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723045861596521355-right_336x252_14bit.thermal_2024-08-07T155101_Pt2-right-S5xD500ms_Img3.raw,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal_2024-08-07T155101_Pt2-right-S5xD500ms_Img3.raw,,
33685,2024-08-07 16:05:39.798600530+00:00,sys.net.tx_bytes,0,,000048b02d15c31a.ws-nxcore,,,000048b02d15c31a,,,,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
21460,2024-08-07 16:05:01.562692120+00:00,sys.fs.size,4160749568,,0000e45f014ffa19.ws-rpi,,,000048b02d3ae33b,,,,,W07A,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31.81.1:/media/rpi/sage-utils/dhcp-pxe/nfs,nfs,/ro,,,,,,
39857,2024-08-07 15:37:43.958749696+00:00,sys.sanity_status.wagman_rtc,0,,000048b02d3af4a3.ws-nxcore,,,000048b02d3af4a3,,,,,W083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
7977,2024-08-07 16:05:26.363776910+00:00,sys.cpu_seconds,270.63,,0000e45f014506ce.ws-rpi,,,000048b02d3af460,,,,,W06E,,,,,,,,,,,,,,,,,,,,,,,,,0,iowait,,,,,,,,,
27364,2024-08-07 16:06:10.388336772+00:00,sys.mem.shared,24109056,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17345,2024-08-07 16:06:26.963425071+00:00,sys.freq.cpu,1190400000,,000048b02dd3c67b.ws-nxagent,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
11760,2024-08-07 16:06:24.094543656+00:00,sys.cpu_seconds,2418737.98,,000048b02dd3c552.ws-nxagent,,,000048b02dd3c42d,,,,,W0AF,,,,,,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,
30840,2024-08-07 16:04:48.667627764+00:00,sys.net.rx_bytes,0,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
40832,2024-08-07 15:14:37.811144704+00:00,sys.sanity_status.wes_sciencerule_checker,2,,00004cd98fb55010.sb-core,,,00004cd98fb55010,,,,,V021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
11759,2024-08-07 16:06:44.037326910+00:00,sys.cpu_seconds,92932.97,,000048b02dd3c551.ws-nxcore,,,000048b02dd3c551,,,,,W0B2,,,,,,,,,,,,,,,,,,,,,,,,,2,user,,,,,,,,,
3917,2024-08-07 16:01:44.142513152+00:00,plugin.duration.preprocessing,85971161598,,000048b02d3af4a3.ws-nxcore,cloud-cover-top-13,,000048b02d3af4a3,registry.sagecontinuum.org/seonghapark/cloud-cover:0.1.3,,cloud-cover-top,,W083,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16275,2024-08-07 16:05:46.868030354+00:00,sys.cpu_seconds,7285.91,,00004cd98fc68d9c.sb-core,,,00004cd98fc68d9c,,,,,V003,,,,,,,,,,,,,,,,,,,,,,,,,8,nice,,,,,,,,,
10593,2024-08-07 16:05:49.766555956+00:00,sys.cpu_seconds,32.63,,00002cea7f59e91f.sb-core,,,00002cea7f59e91f,,,,,V014,,,,,,,,,,,,,,,,,,,,,,,,,14,iowait,,,,,,,,,
13576,2024-08-07 16:05:31.125174403+00:00,sys.cpu_seconds,513975.99,,0000dca632a2fa54.ws-rpi,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
23097,2024-08-07 16:05:45.011876616+00:00,sys.load15,0.6,,00002cea7fa08a4b.sb-core,,,00002cea7fa08a4b,,,,,V043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39038,2024-08-07 15:47:10.343363584+00:00,sys.sanity_status.rpi_conn,0,,00002cea7fa13644.sb-core,,,00002cea7fa13644,,,,,V035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
34265,2024-08-07 16:05:55.879994494+00:00,sys.net.tx_packets,0,,000048b02dd3c810.ws-nxcore,,,000048b02dd3c810,,,,,W0B7,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
1832,2024-08-07 15:33:23.539311368+00:00,cmv.median.dir.degn,171.46324157714844,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,84,2,44,20,23238,,,,,,,,,,,,,,,
32417,2024-08-07 16:05:50.848716643+00:00,sys.net.rx_packets,62996838,,000048b02dd3c6cf.ws-nxcore,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi0,,,,,,,,
3482,2024-08-07 16:06:30.172787605+00:00,env.temperature,-127.82,,0000e45f014506ce.ws-rpi,Pluginctl,,000048b02d3af460,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,,W06E,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16483,2024-08-07 16:04:47.423620865+00:00,sys.cpu_seconds,1182.07,,00004cd98fadebf3.sb-core,,,00004cd98fadebf3,,,,,V011,,,,,,,,,,,,,,,,,,,,,,,,,9,nice,,,,,,,,,
24687,2024-08-07 16:05:59.975902021+00:00,sys.mem.cached,3530371072,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14703,2024-08-07 16:04:54.938187085+00:00,sys.cpu_seconds,93191.57,,00002cea7f56af6a.sb-core,,,00002cea7f56af6a,,,,,V027,,,,,,,,,,,,,,,,,,,,,,,,,5,user,,,,,,,,,
17886,2024-08-07 16:05:52.508078212+00:00,sys.freq.cpu_max,1500000000,,0000dca632ed7115.ws-rpi,,,000048b02d15bc65,,,,,W088,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
8169,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,86.32,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,1,iowait,,,,,,,,,
9554,2024-08-07 16:06:39.462726951+00:00,sys.cpu_seconds,0,,00002cea7fa08c0b.sb-core,,,00002cea7fa08c0b,,,,,V046,,,,,,,,,,,,,,,,,,,,,,,,,10,irq,,,,,,,,,
19230,2024-08-07 16:05:44.061620736+00:00,sys.freq.cpu_perc,8,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
35690,2024-08-07 16:06:23.891209254+00:00,sys.net.up,1,,0000dca632e9bc74.ws-rpi,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,,,eth0,,,,,,,,
21390,2024-08-07 16:05:05.586506850+00:00,sys.fs.size,4160749568,,0000dca632a305c8.ws-rpi,,,000048b02d05a1c7,,,,,W026,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31.81.1:/media/rpi/sage-utils/dhcp-pxe/nfs,nfs,/ro,,,,,,
30116,2024-08-07 16:06:22.051176237+00:00,sys.net.rx_bytes,27273214279,,0000dca632e9bafd.ws-rpi,,,000048b02d35a87e,,,,,W08E,,,,,,,,,,,,,,,,,,,,,,,,,,,eth0,,,,,,,,
4638,2024-08-07 16:05:51.160014437+00:00,sys.cooling,0,,000048b02d15bc87.ws-nxcore,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,5,,,aux-balanced,,,,,,,,,,,
38791,2024-08-07 15:50:10.426362624+00:00,sys.sanity_status.reverse_ssh_access,1,,00002cea7f5e6450.sb-core,,,00002cea7f5e6450,,,,,V051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
13106,2024-08-07 16:04:44.463956206+00:00,sys.cpu_seconds,7962.89,,000048b02dd3c427.ws-nxcore,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,3,irq,,,,,,,,,
33817,2024-08-07 16:04:44.463956206+00:00,sys.net.tx_bytes,0,,000048b02dd3c427.ws-nxcore,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
10290,2024-08-07 16:06:12.310853308+00:00,sys.cpu_seconds,0,,00002cea7f4b3440.sb-core,,,00002cea7f4b3440,,,,,V040,,,,,,,,,,,,,,,,,,,,,,,,,13,irq,,,,,,,,,
14416,2024-08-07 16:06:16.441015541+00:00,sys.cpu_seconds,160664.17,,000048b02d3af4a3.ws-nxcore,,,000048b02d3af4a3,,,,,W083,,,,,,,,,,,,,,,,,,,,,,,,,4,idle,,,,,,,,,
1889,2024-08-07 15:10:23.729454976+00:00,cmv.median.dir.degn,169.97482299804688,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,85,2,28,23,21284,,,,,,,,,,,,,,,
11348,2024-08-07 16:04:59.605880282+00:00,sys.cpu_seconds,9303.63,,000048b02d0766d2.ws-nxcore,,,000048b02d0766d2,,,,,W014,,,,,,,,,,,,,,,,,,,,,,,,,2,softirq,,,,,,,,,
32656,2024-08-07 16:06:04.912287094+00:00,sys.net.tx_bytes,8864672440,,0000dca632ed7151.ws-rpi,,,000048b02d3ae2f5,,,,,W08B,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
39226,2024-08-07 15:46:13.842184192+00:00,sys.sanity_status.rpi_mic,0,,000048b02dd3c427.ws-nxcore,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
7182,2024-08-07 16:05:28.096089236+00:00,sys.cpu_seconds,69100.13,,000048b02d3af476.ws-nxcore,,,000048b02d3af476,,,,,W051,,,,,,,,,,,,,,,,,,,,,,,,,0,system,,,,,,,,,
4245,2024-08-07 15:57:08.935104255+00:00,sys.cooling,0,,00002cea7f5a2f72.sb-core,,,00002cea7f5a2f72,,,,,V025,,,,,,,,,,,,,,,,,,,,,8,,,Processor,,,,,,,,,,,
22857,2024-08-07 16:06:17.764777617+00:00,sys.hwmon,66.218,,0000dca632ed2f3a.ws-rpi,,,000048b02d3af4a3,,temp1,,,W083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermal_thermal_zone0,,,,,
41020,2024-08-07 15:59:10.760084480+00:00,sys.sanity_status.wifi0_status,0,,00002cea7fa0aeb3.sb-core,,,00002cea7fa0aeb3,,,,,V032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
