timestamp,power
2024-02-02 12:52:42.504998324+00:00,1.0150194328125
2024-02-02 12:53:43.710749417+00:00,1.1178374109375
2024-02-02 12:54:44.950530145+00:00,1.22065544296875
2024-02-02 12:55:48.090242306+00:00,1.288104075
2024-02-02 12:56:50.082122831+00:00,1.4057197722499999
2024-02-02 12:58:03.069713749+00:00,1.4723539125
2024-02-02 12:59:04.479797932+00:00,1.5694141640625001
2024-02-02 13:00:07.438797281+00:00,1.7553091124999998
2024-02-02 13:01:08.615947826+00:00,2.0939483570624997
2024-02-02 13:02:09.798119647+00:00,2.16125297125
2024-02-02 13:03:11.198515430+00:00,2.2287407039375
2024-02-02 13:04:12.379260101+00:00,2.413097406875
2024-02-02 13:05:13.557158539+00:00,2.6270828415625
2024-02-02 13:06:14.716943846+00:00,2.951416015625
2024-02-02 13:07:16.023312496+00:00,3.2081356175
2024-02-02 13:08:17.583262551+00:00,3.424438458
2024-02-02 13:09:20.302425631+00:00,3.7287979193437497
2024-02-02 13:10:26.534854924+00:00,4.020996114
2024-02-02 13:11:30.763490422+00:00,4.370361318
2024-02-02 13:12:36.222744171+00:00,4.814796441
2024-02-02 13:13:37.397360632+00:00,5.22372439225
2024-02-02 13:14:38.569803127+00:00,6.2331999031250005
2024-02-02 13:15:39.719931150+00:00,7.928943859375
2024-02-02 13:16:41.804400658+00:00,9.323959565625
2024-02-02 13:17:43.737547359+00:00,10.8665923334375
2024-02-02 13:18:47.222202435+00:00,11.95227804375
2024-02-02 13:20:15.377774951+00:00,13.2664907665625
2024-02-02 13:21:16.549439257+00:00,16.2470095809375
2024-02-02 13:22:17.717259945+00:00,17.02853397625
2024-02-02 13:23:18.920355806+00:00,16.9340513615625
2024-02-02 13:24:20.496155315+00:00,19.202934380625
2024-02-02 13:25:23.740722238+00:00,21.255325528125
2024-02-02 13:26:25.885201320+00:00,22.0364989425
2024-02-02 13:27:31.397689588+00:00,24.5657958175
2024-02-02 13:28:35.911114945+00:00,26.494751139999998
2024-02-02 13:29:37.160692487+00:00,27.37258898875
2024-02-02 13:30:42.974409532+00:00,28.29830944875
